,Unnamed: 0,股票简称,昨首停,昨收,前连板,昨封单,昨开,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
1187,603779.SH,威龙股份,2021-06-22 09:46:45,4.95594714,3,721578.0,3.303964757709259,20210622,False,True,1.469,-4.3433,-4.3243,3.1638,-5.0383,-5.04405286,-3.57505286
1194,603779.SH,威龙股份,2021-06-23 09:30:45,1.46904512,4,,4.826862539349432,20210623,False,True,-4.3433,-4.3243,3.1638,-5.0383,-4.3829,-8.53095488,-12.87425488
1206,000663.SZ,永安林业,2021-06-24 09:30:45,0.43103448,3,,4.827586206896556,20210624,False,True,4.9785,4.906,-4.2868,-1.873,-4.9793,-9.56896552,-4.59046552
1212,601665.SH,齐鲁银行,2021-06-25 09:32:30,10.0,5,14133215.0,4.070796460176982,20210625,False,True,-10.0,-10.0,-7.6465,-2.5806,-4.5254,0.0,-27.6465
1217,603098.SH,森特股份,2021-06-28 09:31:00,10.0,4,3461028.0,7.217573221757315,20210628,False,True,-4.9929,-2.6527,-2.2879,0.8419,3.8351,0.0,-4.9929
1226,603958.SH,哈森股份,2021-06-29 09:30:15,10.0,2,4996846.0,10.036719706242351,20210629,False,True,10.0,10.0,-8.8235,-6.9556,-4.6587,0.0,11.1765
1233,002418.SZ,康盛股份,2021-06-30 09:30:30,10.0,3,26908202.0,7.250755287009057,20210630,False,True,-9.8901,-7.0122,10.1639,-0.5952,9.8802,0.0,-9.8901
1241,603958.SH,哈森股份,2021-07-01 09:30:15,10.0,4,3255574.0,10.010111223458042,20210701,False,True,-8.8235,-6.9556,-4.6587,-0.3409,-4.447,0.0,-8.8235
1245,000062.SZ,深圳华强,2021-07-02 09:30:30,-4.51612903,2,,6.989247311827941,20210702,False,True,-2.9842,-0.9286,0.4101,-0.4084,-1.1131,-14.51612903,-17.50032903
1253,002865.SZ,钧达股份,2021-07-05 09:30:30,3.26797386,2,,8.714596949891067,20210705,False,True,-9.2405,1.1158,2.069,-0.3604,-0.0904,-6.73202614,-15.97252614
1259,002335.SZ,科华数据,2021-07-06 10:20:18,0.47095761,2,,5.9654631083202485,20210706,False,True,0.0,0.0781,-3.5909,3.8057,-0.975,-9.52904239,-9.52904239
1264,002442.SZ,龙星化工,2021-07-07 09:30:45,10.0,2,12890700.0,5.049088359046287,20210707,False,True,-3.699,-4.5033,4.9931,-3.963,1.7882,0.0,-3.699
1270,603324.SH,盛剑环境,2021-07-08 09:31:45,10.0,3,1325588.0,9.554140127388536,20210708,False,True,7.3152,-5.3237,0.4179,0.8135,-8.9886,0.0,7.3152
1277,603324.SH,盛剑环境,2021-07-09 10:28:00,7.31519012,4,,-7.199382358618035,20210709,False,True,-5.3237,0.4179,0.8135,-8.9886,1.9588,-2.6848098800000004,-8.00850988
1284,002895.SZ,川恒股份,2021-07-12 09:33:30,8.41916704,2,,7.344379758172865,20210712,False,True,-5.0392,-4.3932,0.091,2.5455,-10.0,-1.5808329600000004,-6.6200329600000005
1292,002943.SZ,宇晶股份,2021-07-13 10:36:37,10.0,2,5474275.0,2.0408163265306207,20210713,False,True,-10.0,-5.79,-2.9167,-2.4678,5.8856,0.0,-15.79
1299,603171.SH,税友股份,2021-07-14 09:32:45,10.0,10,1710252.0,7.79765849348353,20210714,False,True,10.0,-9.7298,10.0,-8.2353,-6.5505,0.0,0.2702000000000009
1307,002140.SZ,东华科技,2021-07-15 09:30:30,10.0,3,6614759.0,9.890109890109892,20210715,False,True,10.0,-1.2386,-4.7659,4.1264,10.0,0.0,8.7614
1313,603171.SH,税友股份,2021-07-16 09:31:00,-9.7298284,12,,4.03431909456006,20210716,False,True,10.0,-8.2353,-6.5505,1.2862,-2.5397,-19.7298284,-17.965128400000005
1319,002140.SZ,东华科技,2021-07-19 09:30:45,-1.23864575,5,,7.266721717588777,20210719,False,True,-4.7659,4.1264,10.0,-10.0,3.8298,-11.23864575,-16.00454575
1322,000506.SZ,中润资源,2021-07-20 09:30:45,10.0,4,10710321.0,10.0609756097561,20210720,False,True,10.0,-7.5567,10.0,0.9901,10.0,0.0,2.4433
1325,002564.SZ,天沃科技,2021-07-21 09:31:30,10.0,2,2977046.0,5.622489959839344,20210721,False,True,-8.9416,2.2044,-3.7255,-7.943,1.7699,0.0,-8.9416
1333,002418.SZ,康盛股份,2021-07-22 11:08:30,4.56730769,2,,3.84615384615385,20210722,False,True,-8.7356,10.0,-3.8902,7.619,-0.6637,-5.43269231,-14.16829231
1337,002897.SZ,意华股份,2021-07-23 09:30:15,10.0,2,1549945.0,9.98201438848922,20210723,False,True,10.0,10.0,-1.6892,4.811,-2.9508,0.0,18.3108
1343,000572.SZ,海马汽车,2021-07-26 14:28:20,10.0,3,3698000.0,0.0,20210726,False,True,-9.375,-5.5472,0.1587,-0.9509,10.0,0.0,-9.375
1346,002897.SZ,意华股份,2021-07-27 09:31:00,10.0,4,866820.0,4.719435154217761,20210727,False,True,-1.6892,4.811,-2.9508,10.0,-2.457,0.0,-1.6892
1352,605066.SH,天正电气,2021-07-28 09:41:15,10.0,2,2998025.0,-0.4331683168316849,20210728,False,True,10.0,-10.0,-2.5,-8.683,5.2967,0.0,-2.5
1358,605020.SH,永和股份,2021-07-29 09:31:30,10.0,14,363084.0,9.770948100898805,20210729,False,True,-10.0,5.5344,-6.465,2.3435,-9.8551,0.0,-4.4656
1363,002455.SZ,百川股份,2021-07-30 09:31:15,10.0,2,5148448.0,7.702612190221022,20210730,False,True,10.0,-4.928,10.0,1.2176,-2.0921,0.0,5.072
1372,603683.SH,晶华新材,2021-08-02 09:30:15,9.13461538,2,,9.903846153846148,20210802,False,True,10.0,0.8807,10.0,0.0,-6.3492,-0.8653846200000004,10.01531538
1381,002335.SZ,科华数据,2021-08-03 09:34:34,0.48342541,3,,5.28314917127071,20210803,False,True,10.0,2.6242,-1.9787,3.0435,4.4304,-9.51657459,3.1076254100000007
1389,600815.SH,厦工股份,2021-08-04 09:30:08,9.89010989,2,15132753.0,8.058608058608067,20210804,False,True,10.0,9.0909,-9.7222,-6.1538,-1.3115,-0.1098901100000002,18.98100989
1394,600815.SH,厦工股份,2021-08-05 09:31:15,10.0,3,13619657.0,9.999999999999996,20210805,False,True,9.0909,-9.7222,-6.1538,-1.3115,-2.99,0.0,9.0909
1397,600815.SH,厦工股份,2021-08-06 09:30:15,9.09090909,4,,10.000000000000004,20210806,False,True,-9.7222,-6.1538,-1.3115,-2.99,-1.3699,-0.9090909099999998,-10.63129091
1403,001208.SZ,华菱线缆,2021-08-09 09:32:45,10.0,2,3278408.0,5.734144222415292,20210809,False,True,10.0,10.0,10.0,10.0,10.0,0.0,50.0
1409,001208.SZ,华菱线缆,2021-08-10 09:54:30,10.0,3,4470454.0,2.5276461295418664,20210810,False,True,10.0,10.0,10.0,10.0,6.8661,0.0,46.8661
1413,603779.SH,威龙股份,2021-08-11 09:30:15,3.41419587,2,,9.97304582210242,20210811,False,True,-10.0,-3.4749,10.0,-8.8182,-0.8973,-6.58580413,-20.06070413
1421,605589.SH,圣泉集团,2021-08-12 09:33:00,10.0,2,1685726.0,9.992111490928206,20210812,False,True,2.8448,-9.1818,-7.6017,-0.8033,1.9268,0.0,2.8448
1427,001208.SZ,华菱线缆,2021-08-13 09:30:30,10.0,6,3212363.0,8.011869436201767,20210813,False,True,10.0,6.8661,10.0,-10.0,-10.0,0.0,16.8661
1436,001208.SZ,华菱线缆,2021-08-16 09:30:30,10.0,7,2927074.0,9.978425026968724,20210816,False,True,6.8661,10.0,-10.0,-10.0,-0.8243,0.0,6.8661
1445,605011.SH,杭州热电,2021-08-17 09:32:00,10.0,2,1780190.0,9.706546275395045,20210817,False,True,10.0,-10.0,-10.0,-3.453,-3.052,0.0,-13.453
1450,001207.SZ,联科科技,2021-08-18 09:30:30,10.0,2,463798.0,4.472516217138963,20210818,False,True,-10.0,3.4483,-10.0,-6.331,1.7787,0.0,-6.5517
1459,002300.SZ,太阳电缆,2021-08-19 09:30:15,10.0,2,4427054.0,8.40108401084011,20210819,False,True,-8.867,-0.8108,5.1771,-2.7202,10.0,0.0,-8.867
1463,002599.SZ,盛通股份,2021-08-20 09:36:15,10.0,4,1294167.0,3.5422343324250654,20210820,False,True,10.0,-9.009,1.2376,10.0,10.0,0.0,0.9909999999999995
1468,002369.SZ,卓翼科技,2021-08-23 09:37:00,10.0,2,9671400.0,7.107231920199506,20210823,False,True,-9.2971,-6.375,0.0,-0.8011,4.0377,0.0,-9.2971
1474,002369.SZ,卓翼科技,2021-08-24 09:31:00,-9.29705215,3,,8.503401360544217,20210824,False,True,-6.375,0.0,-0.8011,4.0377,-5.6921,-19.29705215,-25.67205215
1479,002897.SZ,意华股份,2021-08-25 09:31:00,10.0,2,2718680.0,4.82483097725876,20210825,False,True,6.4543,10.0,6.7287,-5.1643,0.8487,0.0,6.4543
1485,003038.SZ,鑫铂股份,2021-08-26 09:32:01,10.0,3,111200.0,4.087812263436784,20210826,False,True,4.3531,0.5771,2.2623,-7.6948,3.4734,0.0,4.3531
1491,003038.SZ,鑫铂股份,2021-08-27 09:34:00,4.35306263,4,,0.0172057811424726,20210827,False,True,0.5771,2.2623,-7.6948,3.4734,0.7049,-5.64693737,-5.06983737
1495,002599.SZ,盛通股份,2021-08-30 09:30:30,10.0,2,2262880.0,4.949494949494952,20210830,False,True,-10.0,-5.102,-1.2903,-5.2288,10.0,0.0,-15.102
1501,600243.SH,青海华鼎,2021-08-31 09:32:46,10.0,3,1803800.0,2.739726027397263,20210831,False,True,10.0,1.983,-6.5278,-10.0,4.2904,0.0,11.983
1506,000815.SZ,美利云,2021-09-01 09:30:30,10.0,3,18368747.0,9.972299168975075,20210901,False,True,7.4307,-10.0,-8.4635,2.276,-1.2517,0.0,7.4307
1512,000935.SZ,四川双马,2021-09-02 09:44:46,7.38255034,2,,5.369127516778535,20210902,False,True,-10.0,-6.4134,1.2222,-2.1992,5.0265,-2.61744966,-19.03084966
1521,000791.SZ,甘肃电投,2021-09-06 09:33:47,10.0,2,1287900.0,1.2658227848101156,20210906,False,True,-1.3158,5.8333,-6.1417,-4.698,6.338,0.0,-1.3158
1526,600163.SH,中闽能源,2021-09-07 09:32:15,10.0,3,5701806.0,5.345501955671449,20210907,False,True,10.0,-7.9741,-3.5129,-1.0922,-0.4908,0.0,2.0259
1532,600163.SH,中闽能源,2021-09-08 09:30:45,10.0,4,8740877.0,8.412322274881527,20210908,False,True,-7.9741,-3.5129,-1.0922,-0.4908,1.1097,0.0,-7.9741
1542,000852.SZ,石化机械,2021-09-09 09:30:15,10.0,3,11549754.0,9.53058321479374,20210909,False,True,0.2587,-10.0,1.7192,1.4085,2.0833,0.0,0.2587
1553,600683.SH,京投发展,2021-09-10 09:30:46,10.0,5,6779032.0,9.752321981424146,20210910,False,True,3.2349,-7.3569,-0.7353,8.5926,-5.7299,0.0,3.2349
1560,002748.SZ,世龙实业,2021-09-13 09:31:01,10.0,4,3402437.0,8.65724381625442,20210913,False,True,3.9357,-5.6414,6.3882,-10.0,-4.1916,0.0,3.9357
1567,002748.SZ,世龙实业,2021-09-14 09:32:00,3.93574297,5,,8.032128514056225,20210914,False,True,-5.6414,6.3882,-10.0,-4.1916,-4.375,-6.06425703,-11.70565703
1577,002886.SZ,沃特股份,2021-09-15 09:31:45,1.25862769,2,,4.466098254161597,20210915,False,True,-0.9623,0.4453,1.0077,-2.1947,-6.7319,-8.74137231,-9.70367231
1590,000537.SZ,广宇发展,2021-09-17 09:30:15,10.0,9,7661254.0,5.633802816901413,20210917,False,True,10.0,10.0,10.0,-10.0,10.0,0.0,30.0
1598,300402.SZ,宝色股份,2021-09-22 10:10:34,20.0,2,2345977.0,4.52201507338358,20210922,False,True,18.9752,-3.2787,-14.8808,5.2649,11.1895,10.0,28.9752
1612,002039.SZ,黔源电力,2021-09-23 09:31:00,3.78874856,2,,4.860313815537695,20210923,False,True,-7.5959,-2.1149,10.0,-10.0,-1.112,-6.21125144,-13.80715144
1619,600021.SH,上海电力,2021-09-24 09:32:25,10.0,3,7636221.0,10.017271157167531,20210924,False,True,-4.2386,10.0,-10.0,2.4007,-10.0,0.0,-4.2386
1625,000880.SZ,潍柴重机,2021-09-28 09:32:45,10.0,2,841210.0,6.926829268292691,20210928,False,True,-10.0,-4.4335,-3.8144,-3.4298,-5.2164,0.0,-14.4335
1628,000993.SZ,闽东电力,2021-09-29 10:56:03,10.0,3,2541778.0,1.6260162601626031,20210929,False,True,10.0,-0.4479,-6.0742,10.0,-10.0,0.0,9.5521
1629,000993.SZ,闽东电力,2021-09-30 09:31:45,10.0,4,3269498.0,1.0467980295566608,20210930,False,True,-0.4479,-6.0742,10.0,-10.0,-7.7435,0.0,-0.4479
1633,000993.SZ,闽东电力,2021-10-08 09:30:30,-0.44792833,5,,6.550951847704377,20211008,False,True,-6.0742,10.0,-10.0,-7.7435,0.918,-10.44792833,-16.52212833
1637,000695.SZ,滨海能源,2021-10-11 09:31:45,10.0,2,2946199.0,4.553571428571443,20211011,False,True,0.2435,-10.0,-3.4173,5.5866,-1.3228,0.0,0.2435
1640,000586.SZ,汇源通信,2021-10-12 09:31:00,10.0,2,1093800.0,5.043859649122817,20211012,False,True,10.0,-10.0,-4.5317,1.5823,0.5192,0.0,-4.5317
1647,000586.SZ,汇源通信,2021-10-13 09:35:30,10.0,3,4485744.0,-6.281156530408764,20211013,False,True,-10.0,-4.5317,1.5823,0.5192,-0.5165,0.0,-14.5317
1652,600661.SH,昂立教育,2021-10-15 09:30:15,10.0,2,1277561.0,9.93843447669306,20211015,False,True,10.0,-3.6337,-3.3183,-4.6022,-1.2265,0.0,6.3663
1656,600661.SH,昂立教育,2021-10-18 09:30:15,10.0,3,3066000.0,5.995203836930456,20211018,False,True,-3.6337,-3.3183,-4.6022,-1.2265,-0.3311,0.0,-3.6337
1658,600661.SH,昂立教育,2021-10-19 09:31:46,-3.63372093,4,,4.215116279069768,20211019,False,True,-3.3183,-4.6022,-1.2265,-0.3311,-1.2458,-13.63372093,-16.95202093
1663,002922.SZ,伊戈尔,2021-10-20 09:31:00,10.0,2,3957730.0,5.820105820105825,20211020,False,True,10.0,-2.1463,10.0,-8.3456,10.0,0.0,7.8537
1668,600277.SH,亿利洁能,2021-10-21 09:31:15,10.0,3,22373751.0,4.063205417607238,20211021,False,True,-3.2854,10.0,-8.4942,-0.211,-4.8626,0.0,-3.2854
1675,603948.SH,建业股份,2021-10-22 09:31:30,-0.11607661,2,,4.468949506674402,20211022,False,True,10.0,-0.2113,1.0588,-2.4882,-1.531,-10.11607661,-0.3273766100000003
1680,001216.SZ,华瓷股份,2021-10-25 09:34:00,10.0,4,5677333.0,4.735376044568254,20211025,False,True,-10.0,-7.8178,-8.2367,0.3324,-4.3738,0.0,-17.8178
1685,000416.SZ,民生控股,2021-10-26 09:40:30,3.19148936,3,,6.382978723404252,20211026,False,True,-9.8969,0.6865,-2.7273,3.271,-6.5611,-6.80851064,-16.70541064
1690,603922.SH,金鸿顺,2021-10-27 10:01:46,10.0,3,174000.0,1.6467065868263602,20211027,False,True,-10.0,-8.8902,-3.2858,-10.0,-3.8887,0.0,-18.8902
1692,603683.SH,晶华新材,2021-10-28 09:33:18,10.0,2,567840.0,3.7212449255751054,20211028,False,True,-5.8426,0.0,-6.597,-0.7692,10.0,0.0,-5.8426
1695,002487.SZ,大金重工,2021-10-29 13:46:02,10.0,2,1204500.0,2.339181286549699,20211029,False,True,4.9973,2.2785,-6.4851,10.0,10.0,0.0,4.9973
1696,600556.SH,天下秀,2021-11-01 09:30:30,10.0,2,4016343.0,6.72348484848484,20211101,False,True,-5.3356,10.0,10.0,2.9301,-4.1606,0.0,-5.3356
1701,002815.SZ,崇达技术,2021-11-02 10:05:17,6.13052076,3,,4.812129202373107,20211102,False,True,0.6211,2.0988,-0.1814,-0.848,1.5272,-3.86947924,-3.24837924
1703,003043.SZ,华亚智能,2021-11-03 09:31:31,10.0,2,514300.0,4.239949748743712,20211103,False,True,10.0,2.8419,1.6782,-2.3951,10.0,0.0,12.8419
1707,601218.SH,吉鑫科技,2021-11-04 09:58:16,10.0,4,16008808.0,6.638418079096041,20211104,False,True,2.439,-7.2682,0.0,2.027,-1.8543,0.0,2.439
1712,605555.SH,德昌股份,2021-11-05 09:36:16,10.0,2,1119514.0,6.961863322242127,20211105,False,True,-3.0479,1.5119,1.5603,-5.4935,10.0,0.0,-3.0479
1719,002879.SZ,长缆科技,2021-11-08 09:35:16,10.0,2,785151.0,1.869158878504685,20211108,False,True,0.6261,-2.3556,-2.5489,4.1569,-0.7623,0.0,0.6261
1725,002879.SZ,长缆科技,2021-11-09 09:34:34,0.62611807,3,,1.7889087656529612,20211109,False,True,-2.3556,-2.5489,4.1569,-0.7623,3.3439,-9.37388193,-11.72948193
1731,603088.SH,宁波精达,2021-11-10 09:30:15,10.0,2,1650602.0,8.321377331420374,20211110,False,True,-2.6093,2.4782,-10.0,-8.7146,3.0231,0.0,-2.6093
1736,605333.SH,沪光股份,2021-11-11 09:30:15,10.0,4,2080300.0,7.4691026329930175,20211111,False,True,10.0,10.0,1.9378,-3.604,2.3007,0.0,21.9378
1741,605289.SH,罗曼股份,2021-11-12 09:34:00,1.41669233,2,,1.6322759470280297,20211112,False,True,2.8849,-10.0,0.3608,-6.2092,4.878,-8.58330767,-5.69840767
1746,002885.SZ,京泉华,2021-11-15 09:30:15,3.33607908,2,,10.008237232289948,20211115,False,True,10.0,-4.2391,-9.1941,-0.5417,10.0,-6.66392092,-0.9030209199999994
1751,002047.SZ,宝鹰股份,2021-11-16 09:30:15,10.0,3,1895299.0,7.64872521246459,20211116,False,True,0.2577,-7.7121,-3.3426,1.1527,0.0,0.0,0.2577
1760,002728.SZ,特一药业,2021-11-17 10:31:17,10.0,2,3313124.0,1.986754966887422,20211117,False,True,-10.0,-5.0836,1.198,3.6212,1.0081,0.0,-15.0836
1763,002943.SZ,宇晶股份,2021-11-18 09:32:00,10.0,3,1701500.0,9.602864583333345,20211118,False,True,8.2865,10.0,2.0621,10.0,,0.0,8.2865
1768,603213.SH,镇洋发展,2021-11-19 09:30:45,10.0,6,4245463.0,7.847372210223181,20211119,False,True,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
1775,002432.SZ,九安医疗,2021-11-22 09:25:00,10.0,5,8887549.0,10.03649635036496,20211122,False,True,10.0,10.0,10.0,-2.4284,10.0,0.0,27.5716
1780,603895.SH,天永智能,2021-11-23 09:30:30,10.0,2,1339500.0,5.12483574244416,20211123,False,True,10.0,-10.0,-8.1255,-1.9264,1.3393,0.0,-8.1255
1788,603895.SH,天永智能,2021-11-24 09:30:15,10.0,3,933419.0,9.996017522899251,20211124,False,True,-10.0,-8.1255,-1.9264,1.3393,3.304,0.0,-18.1255
1794,000795.SZ,英洛华,2021-11-25 09:48:16,10.0,2,10788737.0,4.25240054869684,20211125,False,True,10.0,10.0,4.9485,2.7505,-7.8394,0.0,24.9485
1799,000838.SZ,财信发展,2021-11-26 09:30:46,10.1010101,2,13057568.0,4.292929292929292,20211126,False,True,-6.422,10.0,4.8998,-9.7665,2.5882,0.1010100999999998,-6.3209899
1805,000795.SZ,英洛华,2021-11-29 09:31:45,10.0,4,13536066.0,6.009070294784573,20211129,False,True,4.9485,2.7505,-7.8394,-1.971,-4.2328,0.0,4.9485
1811,002537.SZ,海联金汇,2021-11-30 09:33:00,9.89956958,2,,5.451936872309898,20211130,False,True,1.5666,-5.6555,-3.1335,-4.3601,-2.6471,-0.1004304200000003,1.4661695799999996
1816,600847.SH,万里股份,2021-12-01 09:30:15,10.0,2,5080989.0,9.813463098134624,20211201,False,True,10.0,10.0,10.0,1.6066,-4.1439,0.0,31.6066
1824,002803.SZ,吉宏股份,2021-12-02 09:31:00,10.0,2,6733921.0,7.003891050583664,20211202,False,True,-5.1724,-8.9044,0.6653,-1.5252,-1.9618,0.0,-5.1724
1828,002374.SZ,中锐股份,2021-12-03 09:31:00,7.33333333,5,,5.555555555555555,20211203,False,True,-10.0,-9.4253,3.5533,10.0,10.0,-2.66666667,-22.09196667
1836,600847.SH,万里股份,2021-12-06 09:33:00,10.0,5,1664775.0,0.0,20211206,False,True,1.6066,-4.1439,5.9158,1.2352,-0.5836,0.0,1.6066
1839,600860.SH,京城股份,2021-12-07 09:32:15,10.0,4,2381968.0,2.38828967642526,20211207,False,True,10.0,10.0,3.6458,-0.1675,10.0,0.0,23.6458
1845,002725.SZ,跃岭股份,2021-12-08 09:31:15,10.0,2,3205688.0,4.24028268551236,20211208,False,True,10.0,10.0,10.0,10.0,-1.2436,0.0,38.7564
